121 	 1303675294.438000 	 2 	 -13744888.591775 	 -22424977.913301 	 -2833012.877884 	 -0.000600 	 0.614247 	 3.131763 	 36.100000 	 22252549.979550 	 14.939693 	 -3.123615 	 22432363.950768 	 3.597509 	 -540.037720 	 22251000.430218
121 	 1303675294.438000 	 6 	 -5172339.281634 	 -24950883.204279 	 7444839.077834 	 0.000011 	 0.949942 	 2.343108 	 40.600000 	 21100035.142687 	 18.512007 	 -2.744623 	 21096768.765578 	 2.098547 	 -306.029480 	 21098486.141191
121 	 1303675294.438000 	 12 	 -19155119.816143 	 3650743.030747 	 17712226.531208 	 -0.000034 	 0.448506 	 -1.074725 	 32.600000 	 22957416.609276 	 4.551131 	 25.374070 	 22967628.998078 	 4.796679 	 -499.457550 	 22955862.739087
121 	 1303675294.438000 	 14 	 11715917.505724 	 -22579011.966400 	 7588473.601499 	 0.000092 	 0.371494 	 1.653683 	 27.500000 	 23560898.290630 	 20.721600 	 -2.619674 	 23533325.968711 	 8.094396 	 482.233582 	 23559323.703919
121 	 1303675294.438000 	 15 	 -26171727.995492 	 -3595961.675322 	 -4564022.853156 	 -0.000153 	 0.172497 	 -2.168921 	 26.500000 	 24961221.184320 	 6.054653 	 -19.148877 	 25007084.107915 	 9.293566 	 510.027649 	 24959670.989337
121 	 1303675294.438000 	 17 	 5927261.336321 	 -13983847.745303 	 22215114.370856 	 0.000434 	 0.675469 	 0.786919 	 40.200000 	 22475652.229146 	 12.296303 	 -3.699022 	 22345574.333078 	 2.098547 	 482.546692 	 22474105.776135
121 	 1303675294.438000 	 19 	 -3919623.911360 	 -15369328.524122 	 21037789.298427 	 -0.000007 	 1.117562 	 0.563911 	 37.100000 	 20479347.626892 	 12.005710 	 -3.791588 	 20481412.663310 	 3.297717 	 285.646729 	 20477788.209084
121 	 1303675294.438000 	 24 	 -18427647.473058 	 -8226377.503594 	 17217127.935003 	 0.000043 	 0.972026 	 -1.264792 	 35.100000 	 21025119.524997 	 7.823888 	 -7.435782 	 21012299.241587 	 3.897302 	 -135.757233 	 21023572.723812
121 	 1303675294.438000 	 28 	 8971650.858541 	 -22210849.854699 	 12241181.898404 	 0.000580 	 0.564514 	 1.509271 	 22.600000 	 22951361.932818 	 18.791183 	 -2.725430 	 22777595.655737 	 15.889000 	 347.457214 	 22949794.282621
122 	 1303675295.438000 	 2 	 -13744838.108603 	 -22425498.395508 	 -2829855.659602 	 -0.000600 	 0.614389 	 3.131746 	 35.600000 	 22252006.577781 	 5.838965 	 4.162888 	 22431818.736165 	 3.597509 	 -539.462402 	 22250456.791928
122 	 1303675295.438000 	 6 	 -5171790.470751 	 -24950098.288776 	 7447880.352723 	 0.000011 	 0.950053 	 2.342932 	 41.800000 	 21099737.147598 	 4.212671 	 2.967860 	 21096462.182702 	 1.798755 	 -306.067780 	 21098177.436336
122 	 1303675295.438000 	 12 	 -19153724.548935 	 3648904.964846 	 17714101.552025 	 -0.000034 	 0.448603 	 -1.074633 	 32.800000 	 22956944.192881 	 6.195580 	 5.495881 	 22967138.350306 	 4.796679 	 -500.729370 	 22955359.439126
122 	 1303675295.438000 	 13 	 -20178463.523233 	 -13278057.127542 	 -11326169.967045 	 0.000126 	 0.169999 	 -2.715498 	 21.000000 	 24835651.315596 	 10.290164 	 13.515562 	 24798039.835261 	 20.985472 	 617.464905 	 24834047.527215
122 	 1303675295.438000 	 15 	 -26171192.875379 	 -3596297.959360 	 -4567031.965801 	 -0.000153 	 0.172419 	 -2.169015 	 26.900000 	 24961667.632968 	 9.599931 	 13.339982 	 25007566.588986 	 9.293566 	 513.526489 	 24960175.645728
122 	 1303675295.438000 	 17 	 5929924.318777 	 -13983332.591683 	 22214720.465180 	 0.000434 	 0.675357 	 0.786967 	 41.200000 	 22476135.063747 	 4.995584 	 3.844657 	 22346057.407455 	 1.798755 	 481.370972 	 22474583.850295
122 	 1303675295.438000 	 19 	 -3916950.583550 	 -15368770.163418 	 21038672.501626 	 -0.000007 	 1.117428 	 0.563986 	 37.500000 	 20479634.082886 	 3.682632 	 2.689240 	 20481697.276362 	 2.997925 	 285.224213 	 20478070.755537
122 	 1303675295.438000 	 24 	 -18428482.841220 	 -8228451.195833 	 17215308.439889 	 0.000043 	 0.972091 	 -1.265006 	 35.100000 	 21024981.225797 	 3.970760 	 2.923171 	 21012167.440093 	 3.897302 	 -134.778168 	 21023432.814072
122 	 1303675295.438000 	 28 	 8972762.388238 	 -22211810.846434 	 12238521.458044 	 0.000580 	 0.564433 	 1.509392 	 26.000000 	 22951683.427889 	 5.887828 	 4.478880 	 22777911.452328 	 10.492736 	 347.530060 	 22950136.998787
123 	 1303675296.438000 	 2 	 -13744787.478453 	 -22426018.521443 	 -2826698.380524 	 -0.000600 	 0.614528 	 3.131726 	 34.000000 	 22251476.073611 	 5.838140 	 4.179874 	 22431288.249546 	 4.197094 	 -541.479065 	 22249914.919725
123 	 1303675296.438000 	 6 	 -5171241.462562 	 -24949313.054408 	 7450921.468875 	 0.000011 	 0.950159 	 2.342755 	 42.500000 	 21099432.089063 	 4.212418 	 2.980324 	 21096157.135446 	 1.798755 	 -308.595886 	 21097869.438928
123 	 1303675296.438000 	 12 	 -19152329.233971 	 3647066.634747 	 17715976.186824 	 -0.000034 	 0.448703 	 -1.074543 	 32.700000 	 22956415.165213 	 6.195109 	 5.518308 	 22966609.346955 	 4.796679 	 -503.992798 	 22954856.425705
123 	 1303675296.438000 	 15 	 -26170657.402177 	 -3596634.265685 	 -4570040.983476 	 -0.000153 	 0.172342 	 -2.169111 	 27.600000 	 24962196.835768 	 9.601320 	 13.402612 	 25008095.854090 	 8.094396 	 514.548218 	 24960682.283359
123 	 1303675296.438000 	 17 	 5932587.286757 	 -13982817.614819 	 22214326.105153 	 0.000434 	 0.675244 	 0.787016 	 41.800000 	 22476610.654993 	 4.996226 	 3.861637 	 22346533.013140 	 1.798755 	 477.561462 	 22475060.577663
123 	 1303675296.438000 	 19 	 -3914277.109699 	 -15368211.939468 	 21039555.246323 	 -0.000007 	 1.117294 	 0.564067 	 36.100000 	 20479915.124823 	 3.682914 	 2.700919 	 20481978.329569 	 3.597509 	 282.321350 	 20478352.799660
123 	 1303675296.438000 	 24 	 -18429318.216310 	 -8230524.634419 	 17213488.577088 	 0.000043 	 0.972158 	 -1.265224 	 34.400000 	 21024841.968822 	 3.970738 	 2.935550 	 21012028.187355 	 3.897302 	 -136.227798 	 21023293.636530
123 	 1303675296.438000 	 28 	 8973873.641360 	 -22212771.663478 	 12235860.767548 	 0.000580 	 0.564349 	 1.509514 	 27.700000 	 22952055.881789 	 5.888538 	 4.498604 	 22778283.927225 	 8.094396 	 342.975800 	 22950478.923217
124 	 1303675297.438000 	 2 	 -13744736.701018 	 -22426538.291355 	 -2823541.040250 	 -0.000600 	 0.614670 	 3.131711 	 34.000000 	 22250915.378049 	 5.837327 	 4.181914 	 22430727.556599 	 4.197094 	 -538.012390 	 22249368.350581
124 	 1303675297.438000 	 6 	 -5170692.257048 	 -24948527.501208 	 7453962.426242 	 0.000011 	 0.950271 	 2.342579 	 34.100000 	 21099126.535128 	 4.212170 	 2.982129 	 21095851.582134 	 4.197094 	 -307.394318 	 21097554.458846
124 	 1303675297.438000 	 12 	 -19150933.871669 	 3645228.041600 	 17717850.434948 	 -0.000034 	 0.448796 	 -1.074450 	 28.800000 	 22955945.313597 	 6.194608 	 5.520951 	 22966139.499843 	 7.195019 	 -502.927155 	 22954354.956029
124 	 1303675297.438000 	 15 	 -26170121.575700 	 -3596970.595067 	 -4573049.906747 	 -0.000153 	 0.172263 	 -2.169203 	 22.900000 	 24962709.700743 	 9.602696 	 13.417326 	 25008608.733439 	 15.889000 	 515.962280 	 24961190.340424
124 	 1303675297.438000 	 17 	 5935250.240016 	 -13982302.814762 	 22213931.290801 	 0.000434 	 0.675130 	 0.787062 	 44.100000 	 22477093.850906 	 4.996860 	 3.864800 	 22347016.209669 	 1.498962 	 477.629181 	 22475532.410539
124 	 1303675297.438000 	 19 	 -3911603.489887 	 -15367653.852304 	 21040437.532493 	 -0.000007 	 1.117158 	 0.564137 	 35.100000 	 20480193.855558 	 3.683187 	 2.702931 	 20482257.061897 	 3.897302 	 282.810883 	 20478629.434865
124 	 1303675297.438000 	 24 	 -18430153.598239 	 -8232597.819066 	 17211668.346799 	 0.000043 	 0.972219 	 -1.265435 	 31.800000 	 21024721.080006 	 3.970701 	 2.937416 	 21011907.292247 	 5.096472 	 -134.336792 	 21023152.351094
124 	 1303675297.438000 	 28 	 8974984.618810 	 -22213732.305881 	 12233199.826086 	 0.000580 	 0.564268 	 1.509635 	 34.100000 	 22952384.970516 	 5.889256 	 4.502250 	 22778613.020882 	 4.197094 	 342.846863 	 22950814.410731
125 	 1303675298.438000 	 2 	 -13744685.776747 	 -22427057.704859 	 -2820383.639476 	 -0.000600 	 0.614808 	 3.131689 	 34.000000 	 22250384.251846 	 5.836509 	 4.175268 	 22430196.424322 	 4.197094 	 -537.465637 	 22248825.861322
125 	 1303675298.438000 	 6 	 -5170142.854719 	 -24947741.629243 	 7457003.224291 	 0.000011 	 0.950377 	 2.342400 	 22.100000 	 21098867.003609 	 4.211920 	 2.977742 	 21095592.045045 	 18.287340 	 -310.987427 	 21097243.925911
125 	 1303675298.438000 	 12 	 -19149538.461654 	 3643389.184397 	 17719724.297036 	 -0.000034 	 0.448897 	 -1.074360 	 26.900000 	 22955426.473080 	 6.194170 	 5.512220 	 22965620.652519 	 9.293566 	 -503.375916 	 22953852.187763
125 	 1303675298.438000 	 13 	 -20174203.451722 	 -13277601.268913 	 -11334347.406973 	 0.000126 	 0.169695 	 -2.715708 	 20.600000 	 24837470.238485 	 10.295630 	 13.585980 	 24799858.828508 	 20.985472 	 620.557190 	 24835898.205704
125 	 1303675298.438000 	 15 	 -26169585.396021 	 -3597306.947266 	 -4576058.735427 	 -0.000153 	 0.172186 	 -2.169301 	 26.800000 	 24963219.155676 	 9.604119 	 13.404342 	 25009118.175096 	 9.293566 	 516.885620 	 24961698.977834
125 	 1303675298.438000 	 17 	 5937913.178586 	 -13981788.191508 	 22213536.022113 	 0.000434 	 0.675016 	 0.787112 	 42.300000 	 22477568.818300 	 4.997519 	 3.859958 	 22347491.169695 	 1.798755 	 476.964264 	 22476005.630704
125 	 1303675298.438000 	 19 	 -3908929.724309 	 -15367095.901928 	 21041319.360111 	 -0.000007 	 1.117024 	 0.564219 	 33.000000 	 20480472.155619 	 3.683477 	 2.699344 	 20482535.357969 	 4.796679 	 282.553406 	 20478908.261239
125 	 1303675298.438000 	 24 	 -18430988.987060 	 -8234670.750200 	 17209847.748747 	 0.000043 	 0.972287 	 -1.265654 	 33.200000 	 21024566.780069 	 3.970692 	 2.933205 	 21011752.979971 	 4.197094 	 -133.461243 	 21023012.236759
125 	 1303675298.438000 	 28 	 8976095.319928 	 -22214692.773593 	 12230538.634204 	 0.000580 	 0.564183 	 1.509756 	 34.500000 	 22952726.528048 	 5.889976 	 4.496545 	 22778954.573994 	 3.897302 	 341.247894 	 22951152.928159
126 	 1303675299.438000 	 2 	 -13744634.705320 	 -22427576.762214 	 -2817226.177777 	 -0.000600 	 0.614950 	 3.131672 	 32.800000 	 22249835.473961 	 5.835695 	 4.178130 	 22429647.649875 	 4.796679 	 -537.227966 	 22248283.039649
126 	 1303675299.438000 	 6 	 -5169593.254635 	 -24946955.438402 	 7460043.864104 	 0.000011 	 0.950488 	 2.342225 	 25.200000 	 21098540.072568 	 4.211673 	 2.980134 	 21095265.115216 	 10.492736 	 -311.358521 	 21096933.908463
126 	 1303675299.438000 	 12 	 -19148143.004225 	 3641550.063831 	 17721597.772654 	 -0.000034 	 0.448995 	 -1.074268 	 27.700000 	 22954920.864897 	 6.193662 	 5.515940 	 22965115.049910 	 8.094396 	 -499.378174 	 22953350.011800
126 	 1303675299.438000 	 14 	 11720058.237852 	 -22581852.001234 	 7573625.202943 	 0.000092 	 0.371056 	 1.654210 	 32.600000 	 23563277.953459 	 7.537717 	 6.567929 	 23535701.641354 	 4.796679 	 475.813049 	 23561692.982346
126 	 1303675299.438000 	 15 	 -26169048.863148 	 -3597643.322352 	 -4579067.469472 	 -0.000153 	 0.172108 	 -2.169395 	 29.000000 	 24963722.926491 	 9.605485 	 13.421662 	 25009621.962882 	 7.195019 	 518.849792 	 24962206.876121
126 	 1303675299.438000 	 17 	 5940576.102239 	 -13981273.745103 	 22213140.299113 	 0.000434 	 0.674904 	 0.787159 	 42.800000 	 22478048.628106 	 4.998155 	 3.863885 	 22347970.980882 	 1.798755 	 476.264587 	 22476480.211703
126 	 1303675299.438000 	 19 	 -3906255.813205 	 -15366538.088384 	 21042200.729115 	 -0.000007 	 1.116890 	 0.564294 	 37.000000 	 20480763.990935 	 3.683751 	 2.701889 	 20482827.195411 	 3.297717 	 282.279236 	 20479188.432258
126 	 1303675299.438000 	 24 	 -18431824.382669 	 -8236743.427037 	 17208026.783376 	 0.000043 	 0.972351 	 -1.265869 	 39.800000 	 21024444.913468 	 3.970652 	 2.935647 	 21011631.107650 	 2.398340 	 -137.915344 	 21022872.960976
