0,121,2,-5.096012698,-3.308673,-0.249902,-1.781634999
1,121,5,-11.50434318,-8.32445,-5.137482,-8.189965478
2,121,6,-4.930433174,-8.899894,-1.373527,-1.616055475
3,121,12,-3.280311324,-3.712128,1.446088,0.034066376
4,121,19,-8.702576598,-8.294229,-4.628035,-5.388198899
5,121,24,-4.274393684,4.191727,0.84137,-0.960015985
6,121,25,1.562444064,-0.930181,4.833276,4.876821763
7,121,29,3.351532262,16.219181,6.281032,6.665909962
8,122,2,-2.931168712,-1.105494,0.873696,-1.056229302
9,122,5,-11.28764709,-11.409722,-4.368546,-9.412707682
10,122,6,-2.708228447,-2.873357,-0.197348,-0.833289036
11,122,12,-0.797252133,-1.785445,2.317759,1.077687278
12,122,19,-7.186649679,-5.066373,-3.484966,-5.311710269
13,122,24,-2.901680962,1.106369,0.681426,-1.026741551
14,122,25,4.618556558,1.468605,5.153059,6.493495969
15,122,29,5.075585973,12.792377,5.817489,6.950525383
16,123,2,-4.398320757,-8.678623,1.534098,-1.431952201
17,123,5,-10.9701373,-16.790818,-4.570434,-8.00376874
18,123,6,-4.816279008,-2.634886,0.849703,-1.849910452
19,123,12,-2.426273276,-6.453012,2.776794,0.54009528
20,123,19,-7.944311098,-2.185424,-2.599495,-4.977942541
21,123,24,-3.631558668,-8.687568,-0.112971,-0.665190112
22,123,25,2.386672811,-1.147155,5.574005,5.353041367
23,123,29,3.539002416,17.220752,5.561517,6.505370972
24,124,2,-1.55208722,-5.858819,0.530958,0.648787011
25,124,5,-11.44322593,-7.514775,-5.956891,-9.242351695
26,124,6,-1.833396477,-10.972099,0.504039,0.367477755
27,124,12,0.366167809,1.249698,1.766661,2.56704204
28,124,19,-6.70237718,-1.824011,-2.883218,-4.501502949
29,124,24,-3.526531346,-1.818252,-1.239936,-1.325657115
30,124,25,5.629550504,2.296252,5.270712,7.830424735
31,124,29,6.134274626,45.009092,5.479233,8.335148857
32,125,2,-1.699474002,7.864365,0.441032,0.33529964
33,125,5,-11.56394462,1.18221,-6.07209,-9.529170975
34,125,6,-1.894025194,2.470071,0.683596,0.140748447
35,125,12,0.414649226,8.71252,1.560245,2.449422867
36,125,19,-6.088022757,0.833193,-2.57334,-4.053249116
37,125,24,-4.326357256,-1.63048,-1.67788,-2.291583614
38,125,25,5.771016595,11.581243,5.06241,7.805790237
39,125,29,5.811967833,-11.844796,5.129756,7.846741475
40,126,2,-1.148362066,5.292166,0.404083,0.813588985
41,126,5,-11.84095504,-3.799285,-5.876597,-9.879003994
42,126,6,-0.173514799,-8.748792,1.112206,1.788436252
43,126,12,0.415476865,5.028385,1.233642,2.377427916
44,126,19,-4.460078454,-0.285575,-1.759911,-2.498127404
45,126,24,-4.731252423,9.660903,-2.379707,-2.769301373
46,126,25,5.690867252,7.559015,4.489586,7.652818302
47,126,29,4.807826958,8.732656,4.20732,6.769778009
48,127,2,-0.904323838,5.772555,0.382423,0.70432979
49,127,5,-11.9798607,-6.171503,-5.33707,-10.37120708
50,127,6,0.639199556,-2.118934,1.586119,2.247853184
51,127,12,0.439882667,5.369021,0.833314,2.048536295
52,127,19,-3.157188649,-1.323656,-0.708331,-1.548535021
53,127,24,-5.176637481,-1.096461,-3.064632,-3.567983853
54,127,25,5.795963316,10.874044,3.629132,7.404616944
55,127,29,4.53478954,6.535665,2.935699,6.143443168
56,128,2,-14.64774981,1.825501,0.836292,3.626027409
57,128,5,-17.52874475,-6.817464,-4.153185,0.745032467
58,128,12,-14.26781744,-2.416167,1.122704,4.005959776
59,128,19,-13.84784946,6.924808,-0.139489,4.425927757
60,128,24,-13.71783022,3.266645,-2.59575,4.555947002
61,128,25,-16.21358232,0.102351,3.242384,2.060194895
62,128,29,-14.54780304,-3.779662,2.330725,3.725974178
63,129,2,-5.65758425,-6.491138,1.33642,0.016068421
64,129,5,-11.6624543,-9.241544,-2.809898,-5.988801625
65,129,6,-4.73060455,-4.78024,1.910045,0.943048121
66,129,12,-4.433378334,-7.224187,1.541821,1.240274336
67,129,19,-5.052528452,-2.318705,0.192236,0.621124218
68,129,24,-7.020864745,8.886694,-1.749017,-1.347212074
69,129,25,-1.384731343,-1.601778,2.950871,4.288921328
70,129,29,-2.975555752,-1.926508,1.948426,2.698096919
71,130,2,-10.89633988,-11.707212,1.148137,-1.5073178
72,130,5,-14.83697464,-11.772687,-2.218261,-5.447952565
73,130,6,-9.558231596,-3.722031,1.551554,-0.169209518
74,130,12,-10.31110619,-8.535967,1.330988,-0.922084111
75,130,19,-8.610595087,0.799347,0.127839,0.778426991
76,130,24,-11.96154657,-5.219244,-1.321051,-2.57252449
77,130,25,-8.069987565,-2.928269,2.451241,1.319034513
78,130,29,-8.39446814,-5.864001,1.642023,0.994553938
79,131,2,-1.537845533,-10.090385,1.113533,0.149194034
80,131,5,-10.94575039,-9.386418,-1.31871,-9.258710826
81,131,6,2.349396558,7.519328,1.268257,4.036436125
82,131,12,-0.765087454,-7.526144,1.24357,0.921952112
83,131,19,0.191063278,-4.382232,0.192628,1.878102845
84,131,24,-8.399799368,-7.605777,-0.737182,-6.712759801
85,131,25,3.483439697,-3.238325,1.903626,5.170479264
86,131,29,-0.301101558,-3.762518,1.228058,1.385938009
87,132,2,-6.18208893,5.166887,0.998366,-1.432294098
88,132,5,-11.09496156,-4.900979,-0.727346,-6.34516673
89,132,6,-4.854224149,7.426831,1.013874,-0.104429317
90,132,12,-5.753706334,4.310318,1.08596,-1.003911502
91,132,19,-4.616353542,5.503447,0.219707,0.13344129
92,132,24,-8.245903738,3.208714,-0.373394,-3.496108906
93,132,25,-3.200832245,1.167337,1.443047,1.548962587
94,132,29,-4.697890363,5.819074,0.892366,0.051904469
95,133,2,-67.02656448,-8.007612,1.004943,0.978779516
96,133,5,-66.99302484,-8.188504,-0.527706,1.012319158
97,133,6,-68.17998689,13.051542,0.979171,-0.174642892
98,133,12,-68.22678367,-2.036402,1.072535,-0.221439673
99,133,19,-66.40796354,-8.71595,0.264213,1.597380459
100,133,24,-65.84892181,-9.203454,-0.269247,2.156422182
101,133,25,-69.86672913,0.887843,1.322597,-1.86138513
102,133,29,-67.56722861,31.534646,0.782355,0.438115384
103,134,2,-38.01628798,-7.346022,1.004364,0.034332367
